,lugares,labels,Quotes,order,Position,LAT_google,LON_google,LON_geopy,LAT_geopy,address,,,,
121,Rome,GPE,".”31 
T he X-33 space plane roared into the sky and arched south toward Rome",116,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
330,Vatican,FAC,"Now that he had finished briefing Vittoria on the Illuminati and their covenant against the Vatican, the scope of itua 
this s 
tion was starting to sink in",117,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
250,Boston,GPE,Langdon’s better judgment had screamed at him to return to Boston,118,26,42.3600825,-71.0588801,-71.0582912,42.3602534,"Boston, Suffolk County, Massachusetts, United States",,,,
13,Vatican City,GPE,"Although Langdon was ashamed to admit it, his initial horror on hearing about the antimatter’s location was not only the danger to human life in Vatican City, but for something else as well",119,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
529,Vittoria,GPE,The earnestness in Vittoria’s voice was even more disarming than the inquiry,120,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
564,Möbius Strip,GPE,My father could argue two sides of a Möbius Strip,121,121,39.9165532,-86.0995416,-87.1911383,14.09212055,"New York City, Calle Yoro, Tepeyac, Comayagüela, Tegucigalpa, Distrito Central, Francisco Morazán, 11100, Honduras",,,,
565,Möbius Strip,GPE,".”
Langdon laughed, picturing the artful crafting of a Möbius Strip-a twisted ring of paper, which technically possessed only oneside",122,121,39.9165532,-86.0995416,-87.1911383,14.09212055,"New York City, Calle Yoro, Tepeyac, Comayagüela, Tegucigalpa, Distrito Central, Francisco Morazán, 11100, Honduras",,,,
566,Mecca,GPE,"Some
of us pray to Jesus, some of us go to Mecca, some of us study subatomic particles",123,123,21.3890824,39.8579118,5.7480821,52.5001698,Nederland,,,,
308,U.S.,GPE,“I became fascinated with the cult when I first learned that U,124,52,37.09024,-95.712891,10.124308,44.06670785,"Via Belvedere, Bergiola Foscalina, Carrara, Massa-Carrara, Toscana, 54033, Italia",,,,
309,U.S.,GPE,Do you know what pyramids have to do with U,125,52,37.09024,-95.712891,10.124308,44.06670785,"Via Belvedere, Bergiola Foscalina, Carrara, Massa-Carrara, Toscana, 54033, Italia",,,,
567,the Great Seal,FAC,"But it was Wallace who sold the design
of the Great Seal to the president",126,126,42.7328851,-84.5579635,,,,,,,
122,Rome,GPE,".”32
L angdon held his breath as the X-33 spiraled into Rome’s Leonardo da Vinci International Airport",127,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
569,da Vinci International Airport,FAC,".”32
L angdon held his breath as the X-33 spiraled into Rome’s Leonardo da Vinci International Airport",128,128,41.7998868,12.2462384,12.45518662,41.9032459,"Palatium Apostolicum, Stradone dei Giardini, Città del Vaticano, 00120, Città del Vaticano",,,,
570,the Andean Palpa Valley,LOC,"Langdon had been on 
helicopter once in the Andean Palpa Valley looking at the Nazcasand drawings and had not enjoyed it one bit",129,129,-14.5340655,-75.1808035,12.45273281,41.9062339,"Musei Vaticani, Viale della Zitella, Città del Vaticano, 00120, Città del Vaticano",,,,
331,Vatican,FAC,"After a morning of space plane rides, Langdon had hoped the Vatican would send a car",130,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
332,Vatican,FAC,"It was the trad 
al s 
ition 
eal of the Vatican-the sacred symbol of the Holy Seeor “holy seat” of government, the seatbeing literally the ancient throne of St",131,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
571,St. Peter,GPE,"It was the trad 
al s 
ition 
eal of the Vatican-the sacred symbol of the Holy Seeor “holy seat” of government, the seatbeing literally the ancient throne of St",132,132,33.20116,-96.6206811,-79.2418746,43.8093995,"Technicolor, 2259, Markham Road, Browns Corners, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2W4, Canada",,,,
333,Vatican,FAC,"He’d forgotten the Vatican owned one of these things, used for transporting the Pope to the airport, to meetings, or to his summer palace in Gandolfo",133,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
310,U.S.,GPE,He moved toward them with all the rigidity and dignity of a U,134,52,37.09024,-95.712891,10.124308,44.06670785,"Via Belvedere, Bergiola Foscalina, Carrara, Massa-Carrara, Toscana, 54033, Italia",,,,
237,Switzerland,GPE,"Recruited from one of Switzerland’s four Catholic cantons, applicants had to be Swiss males between nineteen and thirty years old, at least 5 feet 6 inches, trained by the Swiss Army, and unmarried",135,16,46.818188,8.227512,12.6363135,43.7262608,"Urbino, Pesaro e Urbino, Marche, 61029, Italia",,,,
14,Vatican City,GPE,“Short pants are not permitted inside Vatican City,136,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
15,Vatican City,GPE,"Vatican City
had a strict ban on visible legs above the knee-both male and female",137,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
581,Langdon,GPE," 
The officer crouched at Langdon’s feet and began patting him down, starting at his socks",138,138,42.0675769,-75.7946344,-72.032366,42.3788774,"Massachusetts, United States",,,,
582,"La 
 
don",GPE,".”
The Swiss Guard chopper churned in neutral as La 
don and Vittoria app 
ng 
roached",139,139,48.004543,2.533953,11.411354,48.7917593,"M, Quattro-Ring, Audi AG, Etting, Ingolstadt, Bayern, 85055, Deutschland",,,,
123,Rome,GPE," 
Langdon knew that with Rome’s maniacal drivers, flying was probably safer anyway",140,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
124,Rome,GPE,"Then with a roar, the craft shot up and banked sharply north toward Rome",141,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
125,Rome,GPE, Rome,142,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
572,St. Peter,GPE,"the caput mundi, where Caesar once ruled, where St",143,132,33.20116,-96.6206811,-79.2418746,43.8093995,"Technicolor, 2259, Markham Road, Browns Corners, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2W4, Canada",,,,
334,Vatican,FAC," 
The Vatican chopper stayed low in the sky as it sliced northwest through the permanent smog layer coughed up by the congestion below",144,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
583,the Roman Coliseum,FAC,His eyes found the crumbling ruins of the Roman Coliseum,145,145,41.8902102,12.4922309,,,,,,,
584,eventshungry lions shredding prisoners,FAC,"Now a dignified symbol for the rise of human culture and civilization, the stadium had been built to host centuries of barbaric eventshungry lions shredding prisoners, armies of slaves battling to the death, gang rapes of exotic women captured from far-off lands, as well as public beheadings and castrations",146,146,40.7135343,-73.829914,-71.0500211,42.3655504,"Callahan Tunnel, Maverick Landing, North End, Boston, Suffolk County, Massachusetts, 02128, United States",,,,
126,Rome,GPE," 
As the chopper headed north, Langdon spied the Roman Forum-the heart of pre-Christian Rome",147,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
585,Tiber River,LOC,"To the west the wide basin of the Tiber River wound enormo 
ven
us arcs across the city",148,148,42.2955402,12.4894408,12.4528349,41.9034912,Civitas Vaticana,,,,
587,St. Peter’s Basilica,GPE,"Like a mountain parting the morning fog, the colossal dome rose out of the haze before them: St",149,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
606,St. Peter’s,GPE,".”
Langdon had never seen St",150,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
16,Vatican City,GPE,"over one hundred times the population of Vatican City, the smallest country in the world",151,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
607,St. Peter’s,GPE," 
A sprawling expanse of granite, St",152,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
127,Rome,GPE,"Peter’s Square was a staggering open space in the congestion of Rome, like a classical Central Park",153,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
663,Central Park,LOC,"Peter’s Square was a staggering open space in the congestion of Rome, like a classical Central Park",154,154,40.7812199,-73.9665138,-87.6244212,41.8755616,"Chicago, Cook County, Illinois, United States",,,,
17,Vatican City,GPE," 
“Vatican City,” the pilot said, sounding anything but welcoming",155,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
664,St. Peter’s Square,GPE,"She motioned frantically
downward toward St",156,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
335,Vatican,FAC,"But now, in keeping with the sacred tradition, fifteen days after the death of a Pope, the Vatican was holding Il Conclavo -the sacred ceremony in which the 165 cardinals of the world-the most powerful men in Christendom athered in 
-g Vatican City to elect the new Pope",157,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
18,Vatican City,GPE,"But now, in keeping with the sacred tradition, fifteen days after the death of a Pope, the Vatican was holding Il Conclavo -the sacred ceremony in which the 165 cardinals of the world-the most powerful men in Christendom athered in 
-g Vatican City to elect the new Pope",158,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
19,Vatican City,GPE," 
d of Vatican City spread out beneath him The entire power structure of the Roman Catholic Church is sitting on a time bomb ",159,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
684,Mortati,GPE," 34
C ardinal Mortati gazed up at the lavish ceiling of the Sistine Chapel and tried to find a moment of quiet reflection",160,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
736,the Sistine Chapel,FAC," 34
C ardinal Mortati gazed up at the lavish ceiling of the Sistine Chapel and tried to find a moment of quiet reflection",161,161,33.7884471,-117.900887,,,,,,,
685,Mortati,GPE," What privilege, Mortati thought, that I am to oversee this sanctified event ",162,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
686,Mortati,GPE,"Cardinals over eighty years of age were too old to be eligible for election and did not attend conclave, but at seventy-nine years old, Mortati was the most senior cardinal here and had been appointed to oversee the proceedings",163,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
687,Mortati,GPE,"Ancient history, Mortati thought",164,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
20,Vatican City,GPE,"Mortati knewfrom 
that all the exits to Vatican City were
guarded, and the missing cardinals could not have gone far, but still, with less than an hour before opening prayer, he was feeling disconcerted",165,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
688,Mortati,GPE," 
As overseer of the conclave, Mortati had al 
per channels
ready sent word through the pro 
to the Swiss Guard alerting them to the cardina 
t 
ls’ absence",166,160,40.6552458,-73.945734,-74.0060152,40.7127281,"New York, United States",,,,
771,"al 
 
",GPE," 
As overseer of the conclave, Mortati had al 
per channels
ready sent word through the pro 
to the Swiss Guard alerting them to the cardina 
t 
ls’ absence",167,167,32.3182314,-86.902298,13.83074794,50.0601579,"Středočeský kraj, Česko",,,,
336,Vatican,FAC," 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from St",168,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
21,Vatican City,GPE," 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from St",169,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
588,St. Peter’s Basilica,GPE," 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from St",170,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
337,Vatican,GPE,"The heart of Vatican Cit f
y",171,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
